exercises_id,exercises_decoding,exercises_name,exercises_aliases,exercises_type,exercises_focus,exercises_variation,exercises_motion,exercises_grip,exercises_configuration,exercises_facilitation,exercises_orientation,exercises_equipment,exercises_difficulty
8,Extension (Back) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Stability Ball⌋,Back Extension  /  with Stability Ball,,Extension,Back,,,,,,,Stability Ball,
12,Extension (Cervical) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Cervical Extension  /  -,,Extension,Cervical,,,,,,,-,
13,Extension (Elbow) ⟮Biomechanic⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Biomechanic Elbow Extension  /  -,,Extension,Elbow,Biomechanic,,,,,,-,
14,"Extension (Hip) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Mini Tube Band, Ankle Strap⌋","Hip Extension  /  with Mini Tube Band, Ankle Strap",,Extension,Hip,,,,,,,"Mini Tube Band, Ankle Strap",
15,Extension (Knee) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Flat Bench⌋,Knee Extension  /  with Flat Bench,,Extension,Knee,,,,,,,Flat Bench,
18,Extension (Leg) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Fixed Leg Extension Machine⌋,Leg Extension  /  with Fixed Leg Extension Machine,,Extension,Leg,,,,,,,Fixed Leg Extension Machine,
16,Extension (Leg) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Fixed Standing Leg Extension Machine⌋,Leg Extension  /  with Fixed Standing Leg Extension Machine,,Extension,Leg,,,,,,,Fixed Standing Leg Extension Machine,
17,Extension (Leg) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Flat Bench⌋,Leg Extension  /  with Flat Bench,,Extension,Leg,,,,,,,Flat Bench,
20,"Extension (Leg) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Mini Loop Band, Flat Bench⌋","Leg Extension  /  with Mini Loop Band, Flat Bench",,Extension,Leg,,,,,,,"Mini Loop Band, Flat Bench",
19,"Extension (Leg) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Mini Tube Band, Ankle Strap, Anchor, Flat Bench⌋","Leg Extension  /  with Mini Tube Band, Ankle Strap, Anchor, Flat Bench",,Extension,Leg,,,,,,,"Mini Tube Band, Ankle Strap, Anchor, Flat Bench",
22,Extension (Leg) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {Supported} ⌈-⌉ ⌊-⌋,Supported Leg Extension  /  -,,Extension,Leg,,,,,Supported,,-,
21,Extension (Leg) ⟮-⟯ [-] ⟨-⟩ ⧼1 Leg⧽ {-} ⌈-⌉ ⌊Lever Leg Extension Machine⌋,1 Leg Leg Extension  /  with Lever Leg Extension Machine,,Extension,Leg,,,,1 Leg,,,Lever Leg Extension Machine,
23,Extension (Leg) ⟮-⟯ [-] ⟨-⟩ ⧼Toes Inward⧽ {-} ⌈-⌉ ⌊Fixed Leg Extension Machine⌋,Toes Inward Leg Extension  /  with Fixed Leg Extension Machine,,Extension,Leg,,,,Toes Inward,,,Fixed Leg Extension Machine,
24,"Extension (Leg) ⟮-⟯ [Backward] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, Ankle Strap⌋","Backward Leg Extension  /  with Cable Machine, Ankle Strap",,Extension,Leg,,Backward,,,,,"Cable Machine, Ankle Strap",
25,"Extension (Leg) ⟮-⟯ [Forward] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Mini Tube Band, Ankle Strap, Anchor⌋","Forward Leg Extension  /  with Mini Tube Band, Ankle Strap, Anchor",,Extension,Leg,,Forward,,,,,"Mini Tube Band, Ankle Strap, Anchor",
26,Extension (Leg) ⟮-⟯ [Forward] ⟨-⟩ ⧼1 Leg⧽ {-} ⌈-⌉ ⌊Fixed Leg Extension Machine⌋,1 Leg Forward Leg Extension  /  with Fixed Leg Extension Machine,,Extension,Leg,,Forward,,1 Leg,,,Fixed Leg Extension Machine,
27,Extension (Lumbar Spine) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Lumbar Spine Extension  /  -,,Extension,Lumbar Spine,,,,,,,-,
1021,Extension (Neck) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Neck Extension  /  -,,Extension,Neck,,,,,,,-,
31,"Extension (Neck) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, Head Harness, Utility Bench⌋","Neck Extension  /  with Cable Machine, Head Harness, Utility Bench",,Extension,Neck,,,,,,,"Cable Machine, Head Harness, Utility Bench",
29,"Extension (Neck) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Flat Bench, Weight Plate⌋","Neck Extension  /  with Flat Bench, Weight Plate",,Extension,Neck,,,,,,,"Flat Bench, Weight Plate",
32,"Extension (Neck) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Head Harness, Flat Bench, Weight Plate⌋","Neck Extension  /  with Head Harness, Flat Bench, Weight Plate",,Extension,Neck,,,,,,,"Head Harness, Flat Bench, Weight Plate",
28,"Extension (Neck) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Head Harness, Inclined Bench, Weight Plate⌋","Neck Extension  /  with Head Harness, Inclined Bench, Weight Plate",,Extension,Neck,,,,,,,"Head Harness, Inclined Bench, Weight Plate",
30,Extension (Neck) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Lever Neck Extension Machine⌋,Neck Extension  /  with Lever Neck Extension Machine,,Extension,Neck,,,,,,,Lever Neck Extension Machine,
33,"Extension (Shoulder) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Loop Band, Anchor⌋","Shoulder Extension  /  with Loop Band, Anchor",,Extension,Shoulder,,,,,,,"Loop Band, Anchor",
45,"Extension (Tricep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell, Flat Bench⌋","Tricep Extension  /  with Barbell, Flat Bench",,Extension,Tricep,,,,,,,"Barbell, Flat Bench",
42,Extension (Tricep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋,Tricep Extension  /  with Barbell,,Extension,Tricep,,,,,,,Barbell,
46,"Extension (Tricep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, Double Tricep Rope⌋","Tricep Extension  /  with Cable Machine, Double Tricep Rope",,Extension,Tricep,,,,,,,"Cable Machine, Double Tricep Rope",
35,"Extension (Tricep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, Lat Pulldown Bar, Inclined Bench⌋","Tricep Extension  /  with Cable Machine, Lat Pulldown Bar, Inclined Bench",,Extension,Tricep,,,,,,,"Cable Machine, Lat Pulldown Bar, Inclined Bench",
47,"Extension (Tricep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, Lat Pulldown Bar⌋","Tricep Extension  /  with Cable Machine, Lat Pulldown Bar",,Extension,Tricep,,,,,,,"Cable Machine, Lat Pulldown Bar",
36,"Extension (Tricep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbell, Inclined Bench⌋","Tricep Extension  /  with Dumbbell, Inclined Bench",,Extension,Tricep,,,,,,,"Dumbbell, Inclined Bench",
44,"Extension (Tricep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbell, Stability Ball⌋","Tricep Extension  /  with Dumbbell, Stability Ball",,Extension,Tricep,,,,,,,"Dumbbell, Stability Ball",
43,Extension (Tricep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbell⌋,Tricep Extension  /  with Dumbbell,,Extension,Tricep,,,,,,,Dumbbell,
40,"Extension (Tricep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells, Abdominal Bench⌋","Tricep Extension  /  with Dumbbells, Abdominal Bench",,Extension,Tricep,,,,,,,"Dumbbells, Abdominal Bench",
37,Extension (Tricep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊EZ Barbell⌋,Tricep Extension  /  with EZ Barbell,,Extension,Tricep,,,,,,,EZ Barbell,
34,Extension (Tricep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Fixed Preacher Curl Machine⌋,Tricep Extension  /  with Fixed Preacher Curl Machine,,Extension,Tricep,,,,,,,Fixed Preacher Curl Machine,
38,Extension (Tricep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Fixed Tricep Extension Machine⌋,Tricep Extension  /  with Fixed Tricep Extension Machine,,Extension,Tricep,,,,,,,Fixed Tricep Extension Machine,
41,"Extension (Tricep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Loop Band, Anchor⌋","Tricep Extension  /  with Loop Band, Anchor",,Extension,Tricep,,,,,,,"Loop Band, Anchor",
39,"Extension (Tricep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Tube Bands, D Handles, Band Bar⌋","Tricep Extension  /  with Tube Bands, D Handles, Band Bar",,Extension,Tricep,,,,,,,"Tube Bands, D Handles, Band Bar",
48,"Extension (Tricep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈Supine Lying⌉ ⌊Cable Machine, Lat Pulldown Bar, Flat Bench⌋","Tricep Extension  /  at Supine Lying Orientation  /  with Cable Machine, Lat Pulldown Bar, Flat Bench",,Extension,Tricep,,,,,,Supine Lying,"Cable Machine, Lat Pulldown Bar, Flat Bench",
49,"Extension (Tricep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈Vertical Kneeling⌉ ⌊Cable Machine, Lat Pulldown Bar, Flat Bench⌋","Tricep Extension  /  at Vertical Kneeling Orientation  /  with Cable Machine, Lat Pulldown Bar, Flat Bench",,Extension,Tricep,,,,,,Vertical Kneeling,"Cable Machine, Lat Pulldown Bar, Flat Bench",
51,"Extension (Tricep) ⟮-⟯ [-] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈-⌉ ⌊Dumbbell, Flat Bench⌋","1 Arm Tricep Extension  /  with Dumbbell, Flat Bench",,Extension,Tricep,,,,1 Arm,,,"Dumbbell, Flat Bench",
50,"Extension (Tricep) ⟮-⟯ [-] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈-⌉ ⌊Dumbbell, Utility Bench⌋","1 Arm Tricep Extension  /  with Dumbbell, Utility Bench",,Extension,Tricep,,,,1 Arm,,,"Dumbbell, Utility Bench",
52,"Extension (Tricep) ⟮-⟯ [-] ⟨-⟩ ⧼Alternating⧽ {-} ⌈-⌉ ⌊Dumbbells, Inclined Bench⌋","Alternating Tricep Extension  /  with Dumbbells, Inclined Bench",,Extension,Tricep,,,,Alternating,,,"Dumbbells, Inclined Bench",
53,"Extension (Tricep) ⟮-⟯ [Behind Head] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell, Flat Bench⌋","Behind Head Tricep Extension  /  with Barbell, Flat Bench",,Extension,Tricep,,Behind Head,,,,,"Barbell, Flat Bench",
54,"Extension (Tricep) ⟮-⟯ [Behind Head] ⟨Close Grip⟩ ⧼-⧽ {-} ⌈-⌉ ⌊EZ Barbell, Flat Bench⌋","Close Grip Behind Head Tricep Extension  /  with EZ Barbell, Flat Bench",,Extension,Tricep,,Behind Head,Close Grip,,,,"EZ Barbell, Flat Bench",
69,"Extension (Tricep) ⟮-⟯ [Lateral] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, D Handle⌋","Lateral Tricep Extension  /  with Cable Machine, D Handle",,Extension,Tricep,,Lateral,,,,,"Cable Machine, D Handle",
57,"Extension (Tricep) ⟮-⟯ [Overhead] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbell, Utility Bench⌋","Overhead Tricep Extension  /  with Dumbbell, Utility Bench",,Extension,Tricep,,Overhead,,,,,"Dumbbell, Utility Bench",
58,"Extension (Tricep) ⟮-⟯ [Overhead] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊EZ Barbell, Flat Bench⌋","Overhead Tricep Extension  /  with EZ Barbell, Flat Bench",,Extension,Tricep,,Overhead,,,,,"EZ Barbell, Flat Bench",
59,"Extension (Tricep) ⟮-⟯ [Overhead] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Tube Band, D Handles, Anchor⌋","Overhead Tricep Extension  /  with Tube Band, D Handles, Anchor",,Extension,Tricep,,Overhead,,,,,"Tube Band, D Handles, Anchor",
62,"Extension (Tricep) ⟮-⟯ [Overhead] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Tube Band, D Handles⌋","Overhead Tricep Extension  /  with Tube Band, D Handles",,Extension,Tricep,,Overhead,,,,,"Tube Band, D Handles",
60,"Extension (Tricep) ⟮-⟯ [Overhead] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Tube Bands, D Handles, Band Bar⌋","Overhead Tricep Extension  /  with Tube Bands, D Handles, Band Bar",,Extension,Tricep,,Overhead,,,,,"Tube Bands, D Handles, Band Bar",
68,"Extension (Tricep) ⟮-⟯ [Overhead] ⟨-⟩ ⧼-⧽ {-} ⌈Partial Lunge⌉ ⌊Cable Machine, Double Tricep Rope⌋","Overhead Tricep Extension  /  at Partial Lunge Orientation  /  with Cable Machine, Double Tricep Rope",,Extension,Tricep,,Overhead,,,,Partial Lunge,"Cable Machine, Double Tricep Rope",
61,"Extension (Tricep) ⟮-⟯ [Overhead] ⟨-⟩ ⧼-⧽ {-} ⌈Standing⌉ ⌊Cable Machine, Double Tricep Rope⌋","Overhead Tricep Extension  /  at Standing Orientation  /  with Cable Machine, Double Tricep Rope",,Extension,Tricep,,Overhead,,,,Standing,"Cable Machine, Double Tricep Rope",
55,"Extension (Tricep) ⟮-⟯ [Overhead] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈-⌉ ⌊Cable Machine, D Handle⌋","1 Arm Overhead Tricep Extension  /  with Cable Machine, D Handle",,Extension,Tricep,,Overhead,,1 Arm,,,"Cable Machine, D Handle",
56,Extension (Tricep) ⟮-⟯ [Overhead] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈-⌉ ⌊Dumbbell⌋,1 Arm Overhead Tricep Extension  /  with Dumbbell,,Extension,Tricep,,Overhead,,1 Arm,,,Dumbbell,
67,"Extension (Tricep) ⟮-⟯ [Overhead] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈Lunge⌉ ⌊Cable Machine, D Handle⌋","1 Arm Overhead Tricep Extension  /  at Lunge Orientation  /  with Cable Machine, D Handle",,Extension,Tricep,,Overhead,,1 Arm,,Lunge,"Cable Machine, D Handle",
63,"Extension (Tricep) ⟮-⟯ [Pronated] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈-⌉ ⌊Dumbbell, Flat Bench⌋","1 Arm Pronated Tricep Extension  /  with Dumbbell, Flat Bench",,Extension,Tricep,,Pronated,,1 Arm,,,"Dumbbell, Flat Bench",
64,"Extension (Tricep) ⟮-⟯ [Upward] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, Straight Bar, Flat Bench⌋","Upward Tricep Extension  /  with Cable Machine, Straight Bar, Flat Bench",,Extension,Tricep,,Upward,,,,,"Cable Machine, Straight Bar, Flat Bench",
65,"Extension (Tricep) ⟮Concentration⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, D Handle⌋","Concentration Tricep Extension  /  with Cable Machine, D Handle",,Extension,Tricep,Concentration,,,,,,"Cable Machine, D Handle",
66,"Extension (Tricep) ⟮Crossover⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Crossover Machine, D Handles⌋","Crossover Tricep Extension  /  with Cable Crossover Machine, D Handles",,Extension,Tricep,Crossover,,,,,,"Cable Crossover Machine, D Handles",
71,Extension (Wrist) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Wrist Extension  /  -,,Extension,Wrist,,,,,,,-,
70,"Extension (Wrist) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells, Flat Bench⌋","Wrist Extension  /  with Dumbbells, Flat Bench",,Extension,Wrist,,,,,,,"Dumbbells, Flat Bench",
72,Fall Out (Ab) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Suspension Trainer⌋,Ab Fall Out  /  with Suspension Trainer,,Fall Out,Ab,,,,,,,Suspension Trainer,
73,Figure 8 (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Kettlebell⌋,Figure 8  /  with Kettlebell,,Figure 8,,,,,,,,Kettlebell,
74,Fire Hydrant (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Mini Loop Band⌋,Fire Hydrant  /  with Mini Loop Band,,Fire Hydrant,,,,,,,,Mini Loop Band,
75,Fire Hydrant (-) ⟮-⟯ [-] ⟨-⟩ ⧼Straight Leg⧽ {-} ⌈-⌉ ⌊-⌋,Straight Leg Fire Hydrant  /  -,,Fire Hydrant,,,,,Straight Leg,,,-,
76,Flag (-) ⟮Dragon⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Flat Bench⌋,Dragon Flag  /  with Flat Bench,,Flag,,Dragon,,,,,,Flat Bench,
77,Flag (-) ⟮Human⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Pole⌋,Human Flag  /  with Pole,,Flag,,Human,,,,,,Pole,
78,Flexion (Calf) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Mini Loop Band⌋,Calf Flexion  /  with Mini Loop Band,,Flexion,Calf,,,,,,,Mini Loop Band,
80,Flexion (Elbow) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Elbow Flexion  /  -,,Flexion,Elbow,,,,,,,-,
79,Flexion (Lat) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Lat Flexion  /  -,,Flexion,Lat,,,,,,,-,
83,"Flexion (Neck) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, Head Harness, Utility Bench⌋","Neck Flexion  /  with Cable Machine, Head Harness, Utility Bench",,Flexion,Neck,,,,,,,"Cable Machine, Head Harness, Utility Bench",
1022,Flexion (Neck) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Chair⌋,Neck Stretch  /  with Chair,,Stretch,Neck,,,,,,,Chair,
84,"Flexion (Neck) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Weight Plate, Flat Bench⌋","Neck Flexion  /  with Weight Plate, Flat Bench",,Flexion,Neck,,,,,,,"Weight Plate, Flat Bench",
81,"Flexion (Neck) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈Inclined Backward Sitting⌉ ⌊Head Harness, Weight Plate, Inclined Bench⌋","Neck Flexion  /  at Inclined Backward Sitting Orientation  /  with Head Harness, Weight Plate, Inclined Bench",,Flexion,Neck,,,,,,Inclined Backward Sitting,"Head Harness, Weight Plate, Inclined Bench",
82,"Flexion (Neck) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈Inclined Lateral Lying⌉ ⌊Head Harness, Weight Plate, Inclined Bench⌋","Neck Flexion  /  at Inclined Lateral Lying Orientation  /  with Head Harness, Weight Plate, Inclined Bench",,Flexion,Neck,,,,,,Inclined Lateral Lying,"Head Harness, Weight Plate, Inclined Bench",
85,"Flexion (Neck) ⟮-⟯ [Lateral] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, Head Harness, Utility Bench⌋","Lateral Neck Flexion  /  with Cable Machine, Head Harness, Utility Bench",,Flexion,Neck,,Lateral,,,,,"Cable Machine, Head Harness, Utility Bench",
86,"Flexion (Shoulder) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Loop Band, Anchor⌋","Shoulder Flexion  /  with Loop Band, Anchor",,Flexion,Shoulder,,,,,,,"Loop Band, Anchor",
87,Flexion (Wrist) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Wrist Flexion  /  -,,Flexion,Wrist,,,,,,,-,
88,Flip (-) ⟮Tire⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Training Tire⌋,Tire Flip  /  with Training Tire,,Flip,,Tire,,,,,,Training Tire,
89,"Fly (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Crossover Machine, D Handles, Abdominal Bench⌋","Fly  /  with Cable Crossover Machine, D Handles, Abdominal Bench",,Fly,,,,,,,,"Cable Crossover Machine, D Handles, Abdominal Bench",
94,"Fly (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Crossover Machine, D Handles, Flat Bench⌋","Fly  /  with Cable Crossover Machine, D Handles, Flat Bench",,Fly,,,,,,,,"Cable Crossover Machine, D Handles, Flat Bench",
92,"Fly (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Crossover Machine, D Handles, Inclined Bench⌋","Fly  /  with Cable Crossover Machine, D Handles, Inclined Bench",,Fly,,,,,,,,"Cable Crossover Machine, D Handles, Inclined Bench",
90,"Fly (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Crossover Machine, Open D Handles, Abdominal Bench⌋","Fly  /  with Cable Crossover Machine, Open D Handles, Abdominal Bench",,Fly,,,,,,,,"Cable Crossover Machine, Open D Handles, Abdominal Bench",
93,"Fly (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, D Handles⌋","Fly  /  with Cable Machine, D Handles",,Fly,,,,,,,,"Cable Machine, D Handles",
91,"Fly (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells, Abdominal Bench⌋","Fly  /  with Dumbbells, Abdominal Bench",,Fly,,,,,,,,"Dumbbells, Abdominal Bench",
95,"Fly (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells, Flat Bench⌋","Fly  /  with Dumbbells, Flat Bench",,Fly,,,,,,,,"Dumbbells, Flat Bench",
96,"Fly (-) ⟮-⟯ [-] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈-⌉ ⌊Cable Machine, Open D Handle, Abdominal Bench⌋","1 Arm Fly  /  with Cable Machine, Open D Handle, Abdominal Bench",,Fly,,,,,1 Arm,,,"Cable Machine, Open D Handle, Abdominal Bench",
97,"Fly (-) ⟮-⟯ [-] ⟨Pronated Grip⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Crossover Machine, D Handles⌋","Pronated Grip Fly  /  with Cable Crossover Machine, D Handles",,Fly,,,,Pronated Grip,,,,"Cable Crossover Machine, D Handles",
98,"Fly (-) ⟮-⟯ [Downward] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Crossover Machine, D Handles⌋","Downward Fly  /  with Cable Crossover Machine, D Handles",,Fly,,,Downward,,,,,"Cable Crossover Machine, D Handles",
99,"Fly (-) ⟮-⟯ [Reverse] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells, Inclined Bench⌋","Reverse Fly  /  with Dumbbells, Inclined Bench",,Fly,,,Reverse,,,,,"Dumbbells, Inclined Bench",
100,"Fly (-) ⟮-⟯ [Upward] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Crossover Machine, Open D Handles⌋","Upward Fly  /  with Cable Crossover Machine, Open D Handles",,Fly,,,Upward,,,,,"Cable Crossover Machine, Open D Handles",
101,"Fly (-) ⟮-⟯ [Upward] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells, Inclined Bench⌋","Upward Fly  /  with Dumbbells, Inclined Bench",,Fly,,,Upward,,,,,"Dumbbells, Inclined Bench",
102,Fly (-) ⟮-⟯ [Upward] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells⌋,Upward Fly  /  with Dumbbells,,Fly,,,Upward,,,,,Dumbbells,
104,"Fly (Chest) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, D Handles⌋","Chest Fly  /  with Cable Machine, D Handles",,Fly,Chest,,,,,,,"Cable Machine, D Handles",
106,"Fly (Chest) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells, Flat Bench⌋","Chest Fly  /  with Dumbbells, Flat Bench",,Fly,Chest,,,,,,,"Dumbbells, Flat Bench",
103,Fly (Chest) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Suspension Trainer⌋,Chest Fly  /  with Suspension Trainer,,Fly,Chest,,,,,,,Suspension Trainer,
105,"Fly (Chest) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Tube Band, D Handles, Anchor⌋","Chest Fly  /  with Tube Band, D Handles, Anchor",,Fly,Chest,,,,,,,"Tube Band, D Handles, Anchor",
107,"Fly (Chest) ⟮-⟯ [-] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈-⌉ ⌊Dumbbell, Flat Bench⌋","1 Arm Chest Fly  /  with Dumbbell, Flat Bench",,Fly,Chest,,,,1 Arm,,,"Dumbbell, Flat Bench",
108,"Fly (Chest) ⟮-⟯ [-] ⟨-⟩ ⧼Alternating⧽ {-} ⌈-⌉ ⌊Tube Band, D Handles, Anchor⌋","Alternating Chest Fly  /  with Tube Band, D Handles, Anchor",,Fly,Chest,,,,Alternating,,,"Tube Band, D Handles, Anchor",
109,"Fly (Chest) ⟮-⟯ [Downward] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, D Handles⌋","Downward Chest Fly  /  with Cable Machine, D Handles",,Fly,Chest,,Downward,,,,,"Cable Machine, D Handles",
113,"Fly (Chest) ⟮-⟯ [Upward] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Crossover Machine, D Handles⌋","Upward Chest Fly  /  with Cable Crossover Machine, D Handles",,Fly,Chest,,Upward,,,,,"Cable Crossover Machine, D Handles",
