id,decoding,title,aliases,categories,subcategories,types,focuses,variations,motions,grips,configurations,facilitations,orientations,equipment,positions,difficulty,source
40,"Extension (Tricep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells, Abdominal Bench⌋","Tricep Extension  /  with Dumbbells, Abdominal Bench",,Strength,Free Weight,Extension,Tricep,,,,,,,"Dumbbells, Abdominal Bench",Declined Lowered Knees Supine Lying,,"../Exercises/Extension (Tricep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells, Abdominal Bench⌋"
37,Extension (Tricep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊EZ Barbell⌋,Tricep Extension  /  with EZ Barbell,,Strength,Free Weight,Extension,Tricep,,,,,,,EZ Barbell,Inclined Backward Sitting,,../Exercises/Extension (Tricep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊EZ Barbell⌋
34,Extension (Tricep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Fixed Preacher Curl Machine⌋,Tricep Extension  /  with Fixed Preacher Curl Machine,,Strength,Weight Machine,Extension,Tricep,,,,,,,Fixed Preacher Curl Machine,Inclined Forward Sitting,,../Exercises/Extension (Tricep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Fixed Preacher Curl Machine⌋
38,Extension (Tricep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Fixed Tricep Extension Machine⌋,Tricep Extension  /  with Fixed Tricep Extension Machine,,Strength,Weight Machine,Extension,Tricep,,,,,,,Fixed Tricep Extension Machine,Inclined Backward Sitting,,../Exercises/Extension (Tricep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Fixed Tricep Extension Machine⌋
41,"Extension (Tricep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Loop Band, Anchor⌋","Tricep Extension  /  with Loop Band, Anchor",,Strength,Resistance Band,Extension,Tricep,,,,,,,"Loop Band, Anchor",Standing,,"../Exercises/Extension (Tricep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Loop Band, Anchor⌋"
39,"Extension (Tricep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Tube Bands, D Handles, Band Bar⌋","Tricep Extension  /  with Tube Bands, D Handles, Band Bar",,Strength,Resistance Band,Extension,Tricep,,,,,,,"Tube Bands, D Handles, Band Bar",Partial Lunge,,"../Exercises/Extension (Tricep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Tube Bands, D Handles, Band Bar⌋"
48,"Extension (Tricep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈Supine Lying⌉ ⌊Cable Machine, Lat Pulldown Bar, Flat Bench⌋","Tricep Extension  /  at Supine Lying Orientation  /  with Cable Machine, Lat Pulldown Bar, Flat Bench",,Strength,Weight Machine,Extension,Tricep,,,,,,Supine Lying,"Cable Machine, Lat Pulldown Bar, Flat Bench",Lowered Knees Supine Lying,,"../Exercises/Extension (Tricep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈Supine Lying⌉ ⌊Cable Machine, Lat Pulldown Bar, Flat Bench⌋"
49,"Extension (Tricep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈Vertical Kneeling⌉ ⌊Cable Machine, Lat Pulldown Bar, Flat Bench⌋","Tricep Extension  /  at Vertical Kneeling Orientation  /  with Cable Machine, Lat Pulldown Bar, Flat Bench",,Strength,Weight Machine,Extension,Tricep,,,,,,Vertical Kneeling,"Cable Machine, Lat Pulldown Bar, Flat Bench","Vertical Kneeling, Bent",,"../Exercises/Extension (Tricep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈Vertical Kneeling⌉ ⌊Cable Machine, Lat Pulldown Bar, Flat Bench⌋"
51,"Extension (Tricep) ⟮-⟯ [-] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈-⌉ ⌊Dumbbell, Flat Bench⌋","1 Arm Tricep Extension  /  with Dumbbell, Flat Bench",,Strength,Free Weight,Extension,Tricep,,,,1 Arm,,,"Dumbbell, Flat Bench",Lowered Knees Supine Lying,,"../Exercises/Extension (Tricep) ⟮-⟯ [-] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈-⌉ ⌊Dumbbell, Flat Bench⌋"
50,"Extension (Tricep) ⟮-⟯ [-] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈-⌉ ⌊Dumbbell, Utility Bench⌋","1 Arm Tricep Extension  /  with Dumbbell, Utility Bench",,Strength,Free Weight,Extension,Tricep,,,,1 Arm,,,"Dumbbell, Utility Bench",Sitting,,"../Exercises/Extension (Tricep) ⟮-⟯ [-] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈-⌉ ⌊Dumbbell, Utility Bench⌋"
52,"Extension (Tricep) ⟮-⟯ [-] ⟨-⟩ ⧼Alternating⧽ {-} ⌈-⌉ ⌊Dumbbells, Inclined Bench⌋","Alternating Tricep Extension  /  with Dumbbells, Inclined Bench",,Strength,Free Weight,Extension,Tricep,,,,Alternating,,,"Dumbbells, Inclined Bench",Inclined Supine Lying,,"../Exercises/Extension (Tricep) ⟮-⟯ [-] ⟨-⟩ ⧼Alternating⧽ {-} ⌈-⌉ ⌊Dumbbells, Inclined Bench⌋"
53,"Extension (Tricep) ⟮-⟯ [Behind Head] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell, Flat Bench⌋","Behind Head Tricep Extension  /  with Barbell, Flat Bench",,Strength,Free Weight,Extension,Tricep,,Behind Head,,,,,"Barbell, Flat Bench",Lowered Knees Supine Lying,,"../Exercises/Extension (Tricep) ⟮-⟯ [Behind Head] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell, Flat Bench⌋"
54,"Extension (Tricep) ⟮-⟯ [Behind Head] ⟨Close Grip⟩ ⧼-⧽ {-} ⌈-⌉ ⌊EZ Barbell, Flat Bench⌋","Close Grip Behind Head Tricep Extension  /  with EZ Barbell, Flat Bench",,Strength,Free Weight,Extension,Tricep,,Behind Head,Close Grip,,,,"EZ Barbell, Flat Bench",Lowered Knees Supine Lying,,"../Exercises/Extension (Tricep) ⟮-⟯ [Behind Head] ⟨Close Grip⟩ ⧼-⧽ {-} ⌈-⌉ ⌊EZ Barbell, Flat Bench⌋"
69,"Extension (Tricep) ⟮-⟯ [Lateral] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, D Handle⌋","Lateral Tricep Extension  /  with Cable Machine, D Handle",,Strength,Weight Machine,Extension,Tricep,,Lateral,,,,,"Cable Machine, D Handle",Standing,,"../Exercises/Extension (Tricep) ⟮-⟯ [Lateral] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, D Handle⌋"
57,"Extension (Tricep) ⟮-⟯ [Overhead] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbell, Utility Bench⌋","Overhead Tricep Extension  /  with Dumbbell, Utility Bench",,Strength,Free Weight,Extension,Tricep,,Overhead,,,,,"Dumbbell, Utility Bench",Sitting,,"../Exercises/Extension (Tricep) ⟮-⟯ [Overhead] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbell, Utility Bench⌋"
58,"Extension (Tricep) ⟮-⟯ [Overhead] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊EZ Barbell, Flat Bench⌋","Overhead Tricep Extension  /  with EZ Barbell, Flat Bench",,Strength,Free Weight,Extension,Tricep,,Overhead,,,,,"EZ Barbell, Flat Bench",Sitting,,"../Exercises/Extension (Tricep) ⟮-⟯ [Overhead] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊EZ Barbell, Flat Bench⌋"
59,"Extension (Tricep) ⟮-⟯ [Overhead] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Tube Band, D Handles, Anchor⌋","Overhead Tricep Extension  /  with Tube Band, D Handles, Anchor",,Strength,Resistance Band,Extension,Tricep,,Overhead,,,,,"Tube Band, D Handles, Anchor",Partial Lunge,,"../Exercises/Extension (Tricep) ⟮-⟯ [Overhead] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Tube Band, D Handles, Anchor⌋"
62,"Extension (Tricep) ⟮-⟯ [Overhead] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Tube Band, D Handles⌋","Overhead Tricep Extension  /  with Tube Band, D Handles",,Strength,Resistance Band,Extension,Tricep,,Overhead,,,,,"Tube Band, D Handles",Partial Lunge,,"../Exercises/Extension (Tricep) ⟮-⟯ [Overhead] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Tube Band, D Handles⌋"
60,"Extension (Tricep) ⟮-⟯ [Overhead] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Tube Bands, D Handles, Band Bar⌋","Overhead Tricep Extension  /  with Tube Bands, D Handles, Band Bar",,Strength,Resistance Band,Extension,Tricep,,Overhead,,,,,"Tube Bands, D Handles, Band Bar",Standing,,"../Exercises/Extension (Tricep) ⟮-⟯ [Overhead] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Tube Bands, D Handles, Band Bar⌋"
68,"Extension (Tricep) ⟮-⟯ [Overhead] ⟨-⟩ ⧼-⧽ {-} ⌈Partial Lunge⌉ ⌊Cable Machine, Double Tricep Rope⌋","Overhead Tricep Extension  /  at Partial Lunge Orientation  /  with Cable Machine, Double Tricep Rope",,Strength,Weight Machine,Extension,Tricep,,Overhead,,,,Partial Lunge,"Cable Machine, Double Tricep Rope","Partial Lunge, Bent",,"../Exercises/Extension (Tricep) ⟮-⟯ [Overhead] ⟨-⟩ ⧼-⧽ {-} ⌈Partial Lunge⌉ ⌊Cable Machine, Double Tricep Rope⌋"
61,"Extension (Tricep) ⟮-⟯ [Overhead] ⟨-⟩ ⧼-⧽ {-} ⌈Standing⌉ ⌊Cable Machine, Double Tricep Rope⌋","Overhead Tricep Extension  /  at Standing Orientation  /  with Cable Machine, Double Tricep Rope",,Strength,Weight Machine,Extension,Tricep,,Overhead,,,,Standing,"Cable Machine, Double Tricep Rope",Standing,,"../Exercises/Extension (Tricep) ⟮-⟯ [Overhead] ⟨-⟩ ⧼-⧽ {-} ⌈Standing⌉ ⌊Cable Machine, Double Tricep Rope⌋"
55,"Extension (Tricep) ⟮-⟯ [Overhead] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈-⌉ ⌊Cable Machine, D Handle⌋","1 Arm Overhead Tricep Extension  /  with Cable Machine, D Handle",,Strength,Weight Machine,Extension,Tricep,,Overhead,,1 Arm,,,"Cable Machine, D Handle",Standing,,"../Exercises/Extension (Tricep) ⟮-⟯ [Overhead] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈-⌉ ⌊Cable Machine, D Handle⌋"
56,Extension (Tricep) ⟮-⟯ [Overhead] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈-⌉ ⌊Dumbbell⌋,1 Arm Overhead Tricep Extension  /  with Dumbbell,,Strength,Weight Machine,Extension,Tricep,,Overhead,,1 Arm,,,Dumbbell,Standing,,../Exercises/Extension (Tricep) ⟮-⟯ [Overhead] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈-⌉ ⌊Dumbbell⌋
67,"Extension (Tricep) ⟮-⟯ [Overhead] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈Lunge⌉ ⌊Cable Machine, D Handle⌋","1 Arm Overhead Tricep Extension  /  at Lunge Orientation  /  with Cable Machine, D Handle",,Strength,Weight Machine,Extension,Tricep,,Overhead,,1 Arm,,Lunge,"Cable Machine, D Handle","Partial Lunge, Bent",,"../Exercises/Extension (Tricep) ⟮-⟯ [Overhead] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈Lunge⌉ ⌊Cable Machine, D Handle⌋"
63,"Extension (Tricep) ⟮-⟯ [Pronated] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈-⌉ ⌊Dumbbell, Flat Bench⌋","1 Arm Pronated Tricep Extension  /  with Dumbbell, Flat Bench",,Strength,Free Weight,Extension,Tricep,,Pronated,,1 Arm,,,"Dumbbell, Flat Bench",Lowered Knees Supine Lying,,"../Exercises/Extension (Tricep) ⟮-⟯ [Pronated] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈-⌉ ⌊Dumbbell, Flat Bench⌋"
64,"Extension (Tricep) ⟮-⟯ [Upward] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, Straight Bar, Flat Bench⌋","Upward Tricep Extension  /  with Cable Machine, Straight Bar, Flat Bench",,Strength,Weight Machine,Extension,Tricep,,Upward,,,,,"Cable Machine, Straight Bar, Flat Bench",Lowered Knees Supine Lying,,"../Exercises/Extension (Tricep) ⟮-⟯ [Upward] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, Straight Bar, Flat Bench⌋"
65,"Extension (Tricep) ⟮Concentration⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, D Handle⌋","Concentration Tricep Extension  /  with Cable Machine, D Handle",,Strength,Weight Machine,Extension,Tricep,Concentration,,,,,,"Cable Machine, D Handle",Half Kneeling,,"../Exercises/Extension (Tricep) ⟮Concentration⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, D Handle⌋"
66,"Extension (Tricep) ⟮Crossover⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Crossover Machine, D Handles⌋","Crossover Tricep Extension  /  with Cable Crossover Machine, D Handles",,Strength,Weight Machine,Extension,Tricep,Crossover,,,,,,"Cable Crossover Machine, D Handles",Standing,,"../Exercises/Extension (Tricep) ⟮Crossover⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Crossover Machine, D Handles⌋"
71,Extension (Wrist) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Wrist Extension  /  -,,"Flexibility, Strength","Bodyweight, Stretching",Extension,Wrist,,,,,,,,Standing,,../Exercises/Extension (Wrist) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋
70,"Extension (Wrist) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells, Flat Bench⌋","Wrist Extension  /  with Dumbbells, Flat Bench",,Strength,Free Weight,Extension,Wrist,,,,,,,"Dumbbells, Flat Bench","Sit Kneeling, Bent",,"../Exercises/Extension (Wrist) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells, Flat Bench⌋"
72,Fall Out (Ab) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Suspension Trainer⌋,Ab Fall Out  /  with Suspension Trainer,,"Balance, Strength","Resistance Band, Stability",Fall Out,Ab,,,,,,,Suspension Trainer,"Standing, Suspended",,../Exercises/Fall Out (Ab) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Suspension Trainer⌋
73,Figure 8 (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Kettlebell⌋,Figure 8  /  with Kettlebell,,Strength,Free Weight,Figure 8,,,,,,,,Kettlebell,Partial Squatting,,../Exercises/Figure 8 (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Kettlebell⌋
74,Fire Hydrant (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Mini Loop Band⌋,Fire Hydrant  /  with Mini Loop Band,,"Balance, Flexibility, Strength","Resistance Band, Stability",Fire Hydrant,,,,,,,,Mini Loop Band,"Crawling, 1 Leg Crawling",,../Exercises/Fire Hydrant (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Mini Loop Band⌋
75,Fire Hydrant (-) ⟮-⟯ [-] ⟨-⟩ ⧼Straight Leg⧽ {-} ⌈-⌉ ⌊-⌋,Straight Leg Fire Hydrant  /  -,,"Balance, Flexibility, Strength","Bodyweight, Stability",Fire Hydrant,,,,,Straight Leg,,,,"Crawling, 1 Leg Crawling",,../Exercises/Fire Hydrant (-) ⟮-⟯ [-] ⟨-⟩ ⧼Straight Leg⧽ {-} ⌈-⌉ ⌊-⌋
76,Flag (-) ⟮Dragon⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Flat Bench⌋,Dragon Flag  /  with Flat Bench,,"Balance, Strength","Bodyweight, Stability",Flag,,Dragon,,,,,,Flat Bench,"Raised Legs Supine Lying, Reverse Bent",,../Exercises/Flag (-) ⟮Dragon⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Flat Bench⌋
77,Flag (-) ⟮Human⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Pole⌋,Human Flag  /  with Pole,,"Balance, Strength","Bodyweight, Stability",Flag,,Human,,,,,,Pole,Horizontal Hanging,,../Exercises/Flag (-) ⟮Human⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Pole⌋
78,Flexion (Calf) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Mini Loop Band⌋,Calf Flexion  /  with Mini Loop Band,,Flexibility,Resistance Band,Flexion,Calf,,,,,,,Mini Loop Band,High Fowler,,../Exercises/Flexion (Calf) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Mini Loop Band⌋
80,Flexion (Elbow) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Elbow Flexion  /  -,,Flexibility,Stretching,Flexion,Elbow,,,,,,,,Standing,,../Exercises/Flexion (Elbow) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋
79,Flexion (Lat) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Lat Flexion  /  -,,"Balance, Strength","Bodyweight, Stability",Flexion,Lat,,,,,,,,Standing,,../Exercises/Flexion (Lat) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋
83,"Flexion (Neck) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, Head Harness, Utility Bench⌋","Neck Flexion  /  with Cable Machine, Head Harness, Utility Bench",,Strength,Weight Machine,Flexion,Neck,,,,,,,"Cable Machine, Head Harness, Utility Bench",Sitting,,"../Exercises/Flexion (Neck) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, Head Harness, Utility Bench⌋"
1022,Flexion (Neck) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Chair⌋,Neck Stretch  /  with Chair,,Flexibility,Stretching,Stretch,Neck,,,,,,,Chair,Sitting,,../Exercises/Flexion (Neck) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Chair⌋
84,"Flexion (Neck) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Weight Plate, Flat Bench⌋","Neck Flexion  /  with Weight Plate, Flat Bench",,Strength,Free Weight,Flexion,Neck,,,,,,,"Weight Plate, Flat Bench",Lowered Knees Supine Lying,,"../Exercises/Flexion (Neck) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Weight Plate, Flat Bench⌋"
81,"Flexion (Neck) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈Inclined Backward Sitting⌉ ⌊Head Harness, Weight Plate, Inclined Bench⌋","Neck Flexion  /  at Inclined Backward Sitting Orientation  /  with Head Harness, Weight Plate, Inclined Bench",,Strength,Free Weight,Flexion,Neck,,,,,,Inclined Backward Sitting,"Head Harness, Weight Plate, Inclined Bench",Inclined Backward Sitting,,"../Exercises/Flexion (Neck) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈Inclined Backward Sitting⌉ ⌊Head Harness, Weight Plate, Inclined Bench⌋"
82,"Flexion (Neck) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈Inclined Lateral Lying⌉ ⌊Head Harness, Weight Plate, Inclined Bench⌋","Neck Flexion  /  at Inclined Lateral Lying Orientation  /  with Head Harness, Weight Plate, Inclined Bench",,Strength,Free Weight,Flexion,Neck,,,,,,Inclined Lateral Lying,"Head Harness, Weight Plate, Inclined Bench",Inclined Lateral Lying,,"../Exercises/Flexion (Neck) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈Inclined Lateral Lying⌉ ⌊Head Harness, Weight Plate, Inclined Bench⌋"
85,"Flexion (Neck) ⟮-⟯ [Lateral] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, Head Harness, Utility Bench⌋","Lateral Neck Flexion  /  with Cable Machine, Head Harness, Utility Bench",,Strength,Weight Machine,Flexion,Neck,,Lateral,,,,,"Cable Machine, Head Harness, Utility Bench",Sitting,,"../Exercises/Flexion (Neck) ⟮-⟯ [Lateral] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, Head Harness, Utility Bench⌋"
86,"Flexion (Shoulder) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Loop Band, Anchor⌋","Shoulder Flexion  /  with Loop Band, Anchor",,Strength,Resistance Band,Flexion,Shoulder,,,,,,,"Loop Band, Anchor",Standing,,"../Exercises/Flexion (Shoulder) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Loop Band, Anchor⌋"
87,Flexion (Wrist) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Wrist Flexion  /  -,,Flexibility,Stretching,Flexion,Wrist,,,,,,,,Standing,,../Exercises/Flexion (Wrist) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋
88,Flip (-) ⟮Tire⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Training Tire⌋,Tire Flip  /  with Training Tire,,"Balance, Endurance, Strength","Free Weight, Stability",Flip,,Tire,,,,,,Training Tire,"Squatting, Inclined Standing, 1 Leg Standing, Standing",,../Exercises/Flip (-) ⟮Tire⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Training Tire⌋
89,"Fly (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Crossover Machine, D Handles, Abdominal Bench⌋","Fly  /  with Cable Crossover Machine, D Handles, Abdominal Bench",,Strength,Weight Machine,Fly,,,,,,,,"Cable Crossover Machine, D Handles, Abdominal Bench",Declined Lowered Knees Supine Lying,,"../Exercises/Fly (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Crossover Machine, D Handles, Abdominal Bench⌋"
94,"Fly (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Crossover Machine, D Handles, Flat Bench⌋","Fly  /  with Cable Crossover Machine, D Handles, Flat Bench",,Strength,Weight Machine,Fly,,,,,,,,"Cable Crossover Machine, D Handles, Flat Bench",Lowered Knees Supine Lying,,"../Exercises/Fly (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Crossover Machine, D Handles, Flat Bench⌋"
92,"Fly (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Crossover Machine, D Handles, Inclined Bench⌋","Fly  /  with Cable Crossover Machine, D Handles, Inclined Bench",,Strength,Weight Machine,Fly,,,,,,,,"Cable Crossover Machine, D Handles, Inclined Bench",Inclined Backward Sitting,,"../Exercises/Fly (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Crossover Machine, D Handles, Inclined Bench⌋"
90,"Fly (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Crossover Machine, Open D Handles, Abdominal Bench⌋","Fly  /  with Cable Crossover Machine, Open D Handles, Abdominal Bench",,Strength,Weight Machine,Fly,,,,,,,,"Cable Crossover Machine, Open D Handles, Abdominal Bench",Declined Lowered Knees Supine Lying,,"../Exercises/Fly (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Crossover Machine, Open D Handles, Abdominal Bench⌋"
93,"Fly (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, D Handles⌋","Fly  /  with Cable Machine, D Handles",,Strength,Weight Machine,Fly,,,,,,,,"Cable Machine, D Handles",Standing,,"../Exercises/Fly (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, D Handles⌋"
91,"Fly (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells, Abdominal Bench⌋","Fly  /  with Dumbbells, Abdominal Bench",,Strength,Free Weight,Fly,,,,,,,,"Dumbbells, Abdominal Bench",Declined Lowered Knees Supine Lying,,"../Exercises/Fly (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells, Abdominal Bench⌋"
95,"Fly (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells, Flat Bench⌋","Fly  /  with Dumbbells, Flat Bench",,Strength,Free Weight,Fly,,,,,,,,"Dumbbells, Flat Bench",Lowered Knees Supine Lying,,"../Exercises/Fly (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells, Flat Bench⌋"
96,"Fly (-) ⟮-⟯ [-] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈-⌉ ⌊Cable Machine, Open D Handle, Abdominal Bench⌋","1 Arm Fly  /  with Cable Machine, Open D Handle, Abdominal Bench",,Strength,Weight Machine,Fly,,,,,1 Arm,,,"Cable Machine, Open D Handle, Abdominal Bench",Declined Lowered Knees Supine Lying,,"../Exercises/Fly (-) ⟮-⟯ [-] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈-⌉ ⌊Cable Machine, Open D Handle, Abdominal Bench⌋"
97,"Fly (-) ⟮-⟯ [-] ⟨Pronated Grip⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Crossover Machine, D Handles⌋","Pronated Grip Fly  /  with Cable Crossover Machine, D Handles",,Strength,Weight Machine,Fly,,,,Pronated Grip,,,,"Cable Crossover Machine, D Handles",Partial Lunge,,"../Exercises/Fly (-) ⟮-⟯ [-] ⟨Pronated Grip⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Crossover Machine, D Handles⌋"
